Update Id,Revision Number,Title,KB Articles,Security Bulletin,Has Superseded Updates,Creation Date,Declined Reason
35afaa5f-e4b9-41b5-802e-ccf3e143aa45,200,"2020-12 Cumulative Update for Windows 10 Version 1903 for ARM64-based Systems (KB4592449)",4592449,,True,12/08/2020 18:00:06,Windows 10 Version: 1903
31f82d18-274a-4670-aa6e-19c0f7b6e4e9,200,"2020-12 Cumulative Update for Windows 10 Version 2004 for x86-based Systems (KB4592438)",4592438,,True,12/08/2020 18:00:06,Superseded
a8f1433e-b425-47d0-9693-b44c510385ad,200,"2020-11 Cumulative Update for Windows 10 Version 1909 for x64-based Systems (KB4586786)",4586786,,True,11/10/2020 18:00:06,Superseded
673709c6-e1ed-40d1-a806-93c585c8b035,200,"2020-11 Servicing Stack Update for Windows 10 Version 1903 for x86-based Systems (KB4586863)",4586863,,True,11/10/2020 18:00:06,Windows 10 Version: 1903
8b465a2c-7e97-4cfd-81f1-7cd37a39537c,200,"2020-11 Cumulative Update for Windows 10 Version 1903 for ARM64-based Systems (KB4586786)",4586786,,True,11/10/2020 18:00:06,Superseded
7cec4f0b-7e8a-422f-9584-b9f9b1979820,200,"2020-11 Servicing Stack Update for Windows 10 Version 2004 for x64-based Systems (KB4586864)",4586864,,True,11/10/2020 18:00:06,Superseded
35294f91-18e6-4817-b8ff-d46c1dbd65f9,200,"2020-12 Cumulative Update for Windows 10 Version 2004 for ARM64-based Systems (KB4592438)",4592438,,True,12/08/2020 18:00:06,Superseded
c01db193-86b6-475e-933e-e7236ebd3acd,200,"2020-12 Servicing Stack Update for Windows 10 Version 20H2 for x86-based Systems (KB4593175)",4593175,,True,12/08/2020 18:00:06,Superseded
77c3e8e7-d6bc-444e-984e-bdfb39bc8141,200,"2020-12 Servicing Stack Update for Windows 10 Version 20H2 for x64-based Systems (KB4593175)",4593175,,True,12/08/2020 18:00:06,Superseded
0b7c9ef2-f792-4640-8af9-dd038d4320d0,201,"Feature update to Windows 10 (consumer editions), version 20H2, en-gb x64",3012973,,True,12/03/2020 18:00:00,Windows 10 Edition
80ec969b-d66f-44ff-a44f-3e818e9574f1,200,"2020-12 Cumulative Update for Windows 10 Version 1909 for x86-based Systems (KB4592449)",4592449,,True,12/08/2020 18:00:06,Superseded
61c4edff-a332-4c48-b3bc-820ca093f20f,200,"2020-11 Servicing Stack Update for Windows 10 Version 1903 for ARM64-based Systems (KB4586863)",4586863,,True,11/10/2020 18:00:06,Windows 10 Version: 1903
4e52a2cc-073b-4c81-b721-128a562c6df8,201,"Feature update to Windows 10 (consumer editions), version 20H2, en-gb x86",3012973,,True,12/03/2020 18:00:00,Windows 10 Edition
cb11c3e0-5622-4b6e-b52c-9c025f077db6,201,"Feature update to Windows 10 (consumer editions), version 20H2, en-us x86",3012973,,True,12/03/2020 18:00:00,Windows 10 Edition
740f73fd-e81c-45dc-b756-30e3b0ff1d88,201,"Feature update to Windows 10 (business editions), version 20H2, en-gb x64",3012973,,True,12/03/2020 18:00:00,Windows 10 Edition
92e8e8e0-ecd6-4714-95c7-2936757fdac1,201,"Feature update to Windows 10 (business editions), version 20H2, en-us arm64",3012973,,True,12/03/2020 18:00:00,Windows 10 Edition
c63524c8-3dfb-43a5-883c-84e6cc1822c8,200,"2020-11 Cumulative Update for Windows 10 Version 1903 for x86-based Systems (KB4586786)",4586786,,True,11/10/2020 18:00:06,Superseded
8eb773b8-808c-4a1d-ae06-fd4de59378fb,200,"2020-12 Cumulative Update for Windows 10 Version 20H2 for x86-based Systems (KB4592438)",4592438,,True,12/08/2020 18:00:06,Superseded
